___November_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 156  44  131.00   -3.00        1.0516
 157  44  133.00   -3.00        1.0474
 158  44  135.00   -3.00        1.1506
 159  44  137.00   -3.00        1.2937
 160  44  139.00   -3.00        1.4303
 161  44  141.00   -3.00        1.4354
 162  44  143.00   -3.00        1.4140
 163  44  145.00   -3.00        1.3738
 164  44  147.00   -3.00        1.3327
 165  44  149.00   -3.00        1.2764
 166  44  151.00   -3.00        1.2052
 167  44  153.00   -3.00        1.1077
 168  44  155.00   -3.00        0.9924
 169  44  157.00   -3.00        0.8752
 170  44  159.00   -3.00        0.7575
 171  44  161.00   -3.00        0.6290
 172  44  163.00   -3.00        0.4660
 173  44  165.00   -3.00        0.3218
 174  44  167.00   -3.00        0.1624
 175  44  169.00   -3.00        0.0135
 176  44  171.00   -3.00       -0.1006
 177  44  173.00   -3.00       -0.1770
 178  44  175.00   -3.00       -0.2245
 179  44  177.00   -3.00       -0.2489
 180  44  179.00   -3.00       -0.2596
   1  45 -179.00   -1.00       -0.4970
   2  45 -177.00   -1.00       -0.4855
   3  45 -175.00   -1.00       -0.4579
   4  45 -173.00   -1.00       -0.4100
   5  45 -171.00   -1.00       -0.3412
   6  45 -169.00   -1.00       -0.2715
   7  45 -167.00   -1.00       -0.2308
   8  45 -165.00   -1.00       -0.2366
   9  45 -163.00   -1.00       -0.2754
  10  45 -161.00   -1.00       -0.3276
  11  45 -159.00   -1.00       -0.3764
  12  45 -157.00   -1.00       -0.4271
  13  45 -155.00   -1.00       -0.4832
  14  45 -153.00   -1.00       -0.5473
  15  45 -151.00   -1.00       -0.6139
  16  45 -149.00   -1.00       -0.6751
  17  45 -147.00   -1.00       -0.7295
  18  45 -145.00   -1.00       -0.7832
  19  45 -143.00   -1.00       -0.8468
  20  45 -141.00   -1.00       -0.8898
  21  45 -139.00   -1.00       -0.9104
  22  45 -137.00   -1.00       -0.9116
  23  45 -135.00   -1.00       -0.9025
  24  45 -133.00   -1.00       -0.8933
  25  45 -131.00   -1.00       -0.8864
  26  45 -129.00   -1.00       -0.8746
  27  45 -127.00   -1.00       -0.8553
  28  45 -125.00   -1.00       -0.8205
  29  45 -123.00   -1.00       -0.7841
  30  45 -121.00   -1.00       -0.7481
  31  45 -119.00   -1.00       -0.7133
  32  45 -117.00   -1.00       -0.6735
  33  45 -115.00   -1.00       -0.6287
  34  45 -113.00   -1.00       -0.5864
  35  45 -111.00   -1.00       -0.5550
  36  45 -109.00   -1.00       -0.5330
  37  45 -107.00   -1.00       -0.4973
  38  45 -105.00   -1.00       -0.4514
  39  45 -103.00   -1.00       -0.3999
  40  45 -101.00   -1.00       -0.3528
  41  45  -99.00   -1.00       -0.3147
  42  45  -97.00   -1.00       -0.2807
  43  45  -95.00   -1.00       -0.2412
  44  45  -93.00   -1.00       -0.1923
  45  45  -91.00   -1.00       -0.1471
  46  45  -89.00   -1.00       -0.0717
  47  45  -87.00   -1.00       -0.1327
  48  45  -85.00   -1.00       -0.1493
  49  45  -83.00   -1.00       -0.1293
  50  45  -81.00   -1.00        0.2299
  51  45  -79.00   -1.00        0.5686
  52  45  -77.00   -1.00        0.5572
  53  45  -75.00   -1.00     9999.0000
  54  45  -73.00   -1.00     9999.0000
  55  45  -71.00   -1.00     9999.0000
  56  45  -69.00   -1.00     9999.0000
  57  45  -67.00   -1.00     9999.0000
  58  45  -65.00   -1.00        0.9908
  59  45  -63.00   -1.00        0.9908
  60  45  -61.00   -1.00        0.9908
  61  45  -59.00   -1.00     9999.0000
  62  45  -57.00   -1.00     9999.0000
  63  45  -55.00   -1.00     9999.0000
  64  45  -53.00   -1.00     9999.0000
  65  45  -51.00   -1.00        1.1816
  66  45  -49.00   -1.00        1.3904
  67  45  -47.00   -1.00        1.4600
  68  45  -45.00   -1.00        1.2825
  69  45  -43.00   -1.00        1.2848
  70  45  -41.00   -1.00        1.2850
  71  45  -39.00   -1.00        1.2716
  72  45  -37.00   -1.00        1.2520
  73  45  -35.00   -1.00        1.2342
  74  45  -33.00   -1.00        1.2251
  75  45  -31.00   -1.00        1.2162
  76  45  -29.00   -1.00        1.2105
  77  45  -27.00   -1.00        1.2175
  78  45  -25.00   -1.00        1.2362
  79  45  -23.00   -1.00        1.2556
  80  45  -21.00   -1.00        1.2636
  81  45  -19.00   -1.00        1.2602
  82  45  -17.00   -1.00        1.2401
  83  45  -15.00   -1.00        1.2226
  84  45  -13.00   -1.00        1.1998
  85  45  -11.00   -1.00        1.1759
  86  45   -9.00   -1.00        1.1593
  87  45   -7.00   -1.00        1.1609
  88  45   -5.00   -1.00        1.1876
  89  45   -3.00   -1.00        1.2375
  90  45   -1.00   -1.00        1.2987
  91  45    1.00   -1.00        1.3573
  92  45    3.00   -1.00        1.3785
  93  45    5.00   -1.00        1.3736
  94  45    7.00   -1.00        1.3567
  95  45    9.00   -1.00        0.9926
  96  45   11.00   -1.00        0.8875
  97  45   13.00   -1.00        1.1914
  98  45   15.00   -1.00        0.9123
  99  45   17.00   -1.00        1.3453
 100  45   19.00   -1.00     9999.0000
 101  45   21.00   -1.00     9999.0000
 102  45   23.00   -1.00     9999.0000
 103  45   25.00   -1.00     9999.0000
 104  45   27.00   -1.00     9999.0000
 105  45   29.00   -1.00     9999.0000
 106  45   31.00   -1.00     9999.0000
 107  45   33.00   -1.00        2.1542
 108  45   35.00   -1.00        2.1542
 109  45   37.00   -1.00        2.9875
 110  45   39.00   -1.00        2.4623
 111  45   41.00   -1.00        2.4193
 112  45   43.00   -1.00        1.2780
 113  45   45.00   -1.00        0.5992
 114  45   47.00   -1.00        0.6203
 115  45   49.00   -1.00        0.6354
 116  45   51.00   -1.00        0.6348
 117  45   53.00   -1.00        0.6186
 118  45   55.00   -1.00        0.6061
 119  45   57.00   -1.00        0.6105
 120  45   59.00   -1.00        0.6207
 121  45   61.00   -1.00        0.6333
 122  45   63.00   -1.00        0.6482
 123  45   65.00   -1.00        0.6638
 124  45   67.00   -1.00        0.6771
 125  45   69.00   -1.00        0.6861
 126  45   71.00   -1.00        0.6924
 127  45   73.00   -1.00        0.7027
 128  45   75.00   -1.00        0.7120
 129  45   77.00   -1.00        0.7241
 130  45   79.00   -1.00        0.7405
 131  45   81.00   -1.00        0.7622
 132  45   83.00   -1.00        0.7801
 133  45   85.00   -1.00        0.7872
 134  45   87.00   -1.00        0.7890
 135  45   89.00   -1.00        0.7876
 136  45   91.00   -1.00        0.7848
 137  45   93.00   -1.00        0.7919
 138  45   95.00   -1.00        0.8211
 139  45   97.00   -1.00        0.8603
 140  45   99.00   -1.00        1.0393
 141  45  101.00   -1.00        1.2262
 142  45  103.00   -1.00        1.2885
 143  45  105.00   -1.00        1.2946
 144  45  107.00   -1.00        0.9368
 145  45  109.00   -1.00        0.9021
 146  45  111.00   -1.00        1.7053
 147  45  113.00   -1.00        1.8200
 148  45  115.00   -1.00     9999.0000
 149  45  117.00   -1.00        0.9194
 150  45  119.00   -1.00        0.9930
 151  45  121.00   -1.00        0.9127
 152  45  123.00   -1.00        0.3968
 153  45  125.00   -1.00        1.0499
 154  45  127.00   -1.00        1.0996
 155  45  129.00   -1.00        1.1592
 156  45  131.00   -1.00        0.7638
 157  45  133.00   -1.00        0.7108
 158  45  135.00   -1.00        0.9918
 159  45  137.00   -1.00        1.3002
 160  45  139.00   -1.00        1.4303
 161  45  141.00   -1.00        1.4354
 162  45  143.00   -1.00        1.4140
 163  45  145.00   -1.00        1.3619
 164  45  147.00   -1.00        1.2988
 165  45  149.00   -1.00        1.2203
 166  45  151.00   -1.00        1.1234
 167  45  153.00   -1.00        1.0042
 168  45  155.00   -1.00        0.8763
 169  45  157.00   -1.00        0.7499
 170  45  159.00   -1.00        0.6125
 171  45  161.00   -1.00        0.4559
 172  45  163.00   -1.00        0.2574
 173  45  165.00   -1.00        0.0710
 174  45  167.00   -1.00       -0.1238
 175  45  169.00   -1.00       -0.2881
 176  45  171.00   -1.00       -0.3909
 177  45  173.00   -1.00       -0.4416
 178  45  175.00   -1.00       -0.4677
 179  45  177.00   -1.00       -0.4830
 180  45  179.00   -1.00       -0.4943
   1  46 -179.00    1.00       -0.5222
   2  46 -177.00    1.00       -0.5089
   3  46 -175.00    1.00       -0.4760
   4  46 -173.00    1.00       -0.4254
   5  46 -171.00    1.00       -0.3518
   6  46 -169.00    1.00       -0.2745
   7  46 -167.00    1.00       -0.2282
   8  46 -165.00    1.00       -0.2346
   9  46 -163.00    1.00       -0.2759
  10  46 -161.00    1.00       -0.3373
  11  46 -159.00    1.00       -0.3968
  12  46 -157.00    1.00       -0.4582
  13  46 -155.00    1.00       -0.5230
  14  46 -153.00    1.00       -0.5928
  15  46 -151.00    1.00       -0.6588
  16  46 -149.00    1.00       -0.7157
  17  46 -147.00    1.00       -0.7716
  18  46 -145.00    1.00       -0.8304
  19  46 -143.00    1.00       -0.9042
  20  46 -141.00    1.00       -0.9580
  21  46 -139.00    1.00       -0.9870
  22  46 -137.00    1.00       -0.9920
  23  46 -135.00    1.00       -0.9766
  24  46 -133.00    1.00       -0.9516
  25  46 -131.00    1.00       -0.9250
  26  46 -129.00    1.00       -0.8942
  27  46 -127.00    1.00       -0.8539
  28  46 -125.00    1.00       -0.7959
  29  46 -123.00    1.00       -0.7489
  30  46 -121.00    1.00       -0.7070
  31  46 -119.00    1.00       -0.6641
  32  46 -117.00    1.00       -0.6143
  33  46 -115.00    1.00       -0.5667
  34  46 -113.00    1.00       -0.5341
  35  46 -111.00    1.00       -0.5176
  36  46 -109.00    1.00       -0.5034
  37  46 -107.00    1.00       -0.4591
  38  46 -105.00    1.00       -0.3964
  39  46 -103.00    1.00       -0.3332
  40  46 -101.00    1.00       -0.2814
  41  46  -99.00    1.00       -0.2388
  42  46  -97.00    1.00       -0.1917
  43  46  -95.00    1.00       -0.1282
  44  46  -93.00    1.00       -0.0514
  45  46  -91.00    1.00        0.0169
  46  46  -89.00    1.00        0.0603
  47  46  -87.00    1.00        0.0806
  48  46  -85.00    1.00        0.1123
  49  46  -83.00    1.00        0.1618
  50  46  -81.00    1.00        0.2148
  51  46  -79.00    1.00        0.3864
  52  46  -77.00    1.00        0.6182
  53  46  -75.00    1.00        0.6015
  54  46  -73.00    1.00     9999.0000
  55  46  -71.00    1.00     9999.0000
  56  46  -69.00    1.00     9999.0000
  57  46  -67.00    1.00     9999.0000
  58  46  -65.00    1.00     9999.0000
  59  46  -63.00    1.00        1.3791
  60  46  -61.00    1.00        1.3791
  61  46  -59.00    1.00        1.3791
  62  46  -57.00    1.00     9999.0000
  63  46  -55.00    1.00     9999.0000
  64  46  -53.00    1.00        0.8641
  65  46  -51.00    1.00        0.8641
  66  46  -49.00    1.00        1.0689
  67  46  -47.00    1.00        1.1410
  68  46  -45.00    1.00        1.1479
  69  46  -43.00    1.00        1.1567
  70  46  -41.00    1.00        1.1652
  71  46  -39.00    1.00        1.1702
  72  46  -37.00    1.00        1.1758
  73  46  -35.00    1.00        1.1928
  74  46  -33.00    1.00        1.2129
  75  46  -31.00    1.00        1.2306
  76  46  -29.00    1.00        1.2493
  77  46  -27.00    1.00        1.2809
  78  46  -25.00    1.00        1.3231
  79  46  -23.00    1.00        1.3604
  80  46  -21.00    1.00        1.3781
  81  46  -19.00    1.00        1.3707
  82  46  -17.00    1.00        1.3368
  83  46  -15.00    1.00        1.2991
  84  46  -13.00    1.00        1.2535
  85  46  -11.00    1.00        1.2002
  86  46   -9.00    1.00        1.1628
  87  46   -7.00    1.00        1.1664
  88  46   -5.00    1.00        1.2135
  89  46   -3.00    1.00        1.2782
  90  46   -1.00    1.00        1.3361
  91  46    1.00    1.00        1.3878
  92  46    3.00    1.00        1.4142
  93  46    5.00    1.00        1.4157
  94  46    7.00    1.00        1.2515
  95  46    9.00    1.00        1.1313
  96  46   11.00    1.00        1.1401
  97  46   13.00    1.00        1.1773
  98  46   15.00    1.00        1.1524
  99  46   17.00    1.00        1.2802
 100  46   19.00    1.00        1.8572
 101  46   21.00    1.00        1.8572
 102  46   23.00    1.00     9999.0000
 103  46   25.00    1.00     9999.0000
 104  46   27.00    1.00     9999.0000
 105  46   29.00    1.00     9999.0000
 106  46   31.00    1.00     9999.0000
 107  46   33.00    1.00     9999.0000
 108  46   35.00    1.00     9999.0000
 109  46   37.00    1.00        1.5388
 110  46   39.00    1.00        2.3744
 111  46   41.00    1.00        2.4938
 112  46   43.00    1.00     9999.0000
 113  46   45.00    1.00        0.6034
 114  46   47.00    1.00        0.6141
 115  46   49.00    1.00        0.6352
 116  46   51.00    1.00        0.6433
 117  46   53.00    1.00        0.6313
 118  46   55.00    1.00        0.6218
 119  46   57.00    1.00        0.6308
 120  46   59.00    1.00        0.6440
 121  46   61.00    1.00        0.6598
 122  46   63.00    1.00        0.6795
 123  46   65.00    1.00        0.7002
 124  46   67.00    1.00        0.7173
 125  46   69.00    1.00        0.7271
 126  46   71.00    1.00        0.7227
 127  46   73.00    1.00        0.7114
 128  46   75.00    1.00        0.7038
 129  46   77.00    1.00        0.7046
 130  46   79.00    1.00        0.7182
 131  46   81.00    1.00        0.7432
 132  46   83.00    1.00        0.7674
 133  46   85.00    1.00        0.7805
 134  46   87.00    1.00        0.7846
 135  46   89.00    1.00        0.7793
 136  46   91.00    1.00        0.7685
 137  46   93.00    1.00        0.7657
 138  46   95.00    1.00        0.7766
 139  46   97.00    1.00        0.8063
 140  46   99.00    1.00        0.9251
 141  46  101.00    1.00        0.9879
 142  46  103.00    1.00        1.0428
 143  46  105.00    1.00        1.3481
 144  46  107.00    1.00        0.9127
 145  46  109.00    1.00        1.8200
 146  46  111.00    1.00        0.6139
 147  46  113.00    1.00        0.6697
 148  46  115.00    1.00        0.7458
 149  46  117.00    1.00     9999.0000
 150  46  119.00    1.00        1.0057
 151  46  121.00    1.00        0.8286
 152  46  123.00    1.00        0.3281
 153  46  125.00    1.00        0.5438
 154  46  127.00    1.00        1.2214
 155  46  129.00    1.00        1.2504
 156  46  131.00    1.00        1.3175
 157  46  133.00    1.00        1.3775
 158  46  135.00    1.00        1.4109
 159  46  137.00    1.00        1.4231
 160  46  139.00    1.00        1.4234
 161  46  141.00    1.00        1.4081
 162  46  143.00    1.00        1.3700
 163  46  145.00    1.00        1.3094
 164  46  147.00    1.00        1.2490
 165  46  149.00    1.00        1.1800
 166  46  151.00    1.00        1.0951
 167  46  153.00    1.00        0.9894
 168  46  155.00    1.00        0.8735
 169  46  157.00    1.00        0.7558
 170  46  159.00    1.00        0.6255
 171  46  161.00    1.00        0.4721
 172  46  163.00    1.00        0.2722
 173  46  165.00    1.00        0.0651
 174  46  167.00    1.00       -0.1473
 175  46  169.00    1.00       -0.3074
 176  46  171.00    1.00        0.1662
 177  46  173.00    1.00        0.2620
 178  46  175.00    1.00       -0.4720
 179  46  177.00    1.00       -0.4903
 180  46  179.00    1.00       -0.5097
   1  47 -179.00    3.00       -0.3133
   2  47 -177.00    3.00       -0.3202
   3  47 -175.00    3.00       -0.3062
   4  47 -173.00    3.00       -0.2735
   5  47 -171.00    3.00       -0.2218
   6  47 -169.00    3.00       -0.1656
   7  47 -167.00    3.00       -0.1306
   8  47 -165.00    3.00       -0.1363
   9  47 -163.00    3.00       -0.1738
  10  47 -161.00    3.00       -0.2291
  11  47 -159.00    3.00       -0.2812
  12  47 -157.00    3.00       -0.3332
  13  47 -155.00    3.00       -0.3861
  14  47 -153.00    3.00       -0.4447
  15  47 -151.00    3.00       -0.5030
  16  47 -149.00    3.00       -0.5558
  17  47 -147.00    3.00       -0.6098
  18  47 -145.00    3.00       -0.6688
  19  47 -143.00    3.00       -0.7381
  20  47 -141.00    3.00       -0.7868
  21  47 -139.00    3.00       -0.8180
  22  47 -137.00    3.00       -0.8234
  23  47 -135.00    3.00       -0.7981
  24  47 -133.00    3.00       -0.7532
  25  47 -131.00    3.00       -0.7044
  26  47 -129.00    3.00       -0.6566
  27  47 -127.00    3.00       -0.6056
  28  47 -125.00    3.00       -0.5411
  29  47 -123.00    3.00       -0.4908
  30  47 -121.00    3.00       -0.4463
  31  47 -119.00    3.00       -0.3980
  32  47 -117.00    3.00       -0.3417
  33  47 -115.00    3.00       -0.2903
  34  47 -113.00    3.00       -0.2577
  35  47 -111.00    3.00       -0.2408
  36  47 -109.00    3.00       -0.2272
  37  47 -107.00    3.00       -0.1889
  38  47 -105.00    3.00       -0.1349
  39  47 -103.00    3.00       -0.0853
  40  47 -101.00    3.00       -0.0510
  41  47  -99.00    3.00       -0.0258
  42  47  -97.00    3.00        0.0081
  43  47  -95.00    3.00        0.0622
  44  47  -93.00    3.00        0.1266
  45  47  -91.00    3.00        0.1707
  46  47  -89.00    3.00        0.1754
  47  47  -87.00    3.00        0.1759
  48  47  -85.00    3.00        0.2095
  49  47  -83.00    3.00        0.2778
  50  47  -81.00    3.00        0.3662
  51  47  -79.00    3.00        0.4769
  52  47  -77.00    3.00        0.6657
  53  47  -75.00    3.00        1.0207
  54  47  -73.00    3.00        1.6060
  55  47  -71.00    3.00     9999.0000
  56  47  -69.00    3.00     9999.0000
  57  47  -67.00    3.00     9999.0000
  58  47  -65.00    3.00     9999.0000
  59  47  -63.00    3.00        1.4489
  60  47  -61.00    3.00        1.4408
  61  47  -59.00    3.00        1.4272
  62  47  -57.00    3.00        0.8398
  63  47  -55.00    3.00        0.8398
  64  47  -53.00    3.00        1.0164
  65  47  -51.00    3.00        0.8730
  66  47  -49.00    3.00        0.9459
