_______June_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  27  47 -127.00    3.00        0.1096
  28  47 -125.00    3.00        0.1188
  29  47 -123.00    3.00        0.1258
  30  47 -121.00    3.00        0.1367
  31  47 -119.00    3.00        0.1601
  32  47 -117.00    3.00        0.2080
  33  47 -115.00    3.00        0.2709
  34  47 -113.00    3.00        0.3264
  35  47 -111.00    3.00        0.3604
  36  47 -109.00    3.00        0.3778
  37  47 -107.00    3.00        0.4133
  38  47 -105.00    3.00        0.4551
  39  47 -103.00    3.00        0.4750
  40  47 -101.00    3.00        0.4673
  41  47  -99.00    3.00        0.4465
  42  47  -97.00    3.00        0.4358
  43  47  -95.00    3.00        0.4483
  44  47  -93.00    3.00        0.4771
  45  47  -91.00    3.00        0.5093
  46  47  -89.00    3.00        0.5302
  47  47  -87.00    3.00        0.5289
  48  47  -85.00    3.00        0.5301
  49  47  -83.00    3.00        0.5422
  50  47  -81.00    3.00        0.5537
  51  47  -79.00    3.00        0.5770
  52  47  -77.00    3.00        0.7241
  53  47  -75.00    3.00        1.0698
  54  47  -73.00    3.00        1.0578
  55  47  -71.00    3.00        1.0366
  56  47  -69.00    3.00        1.0421
  57  47  -67.00    3.00        1.0730
  58  47  -65.00    3.00        1.1603
  59  47  -63.00    3.00        1.2790
  60  47  -61.00    3.00        1.3832
  61  47  -59.00    3.00        1.4388
  62  47  -57.00    3.00        1.4444
  63  47  -55.00    3.00        1.4338
  64  47  -53.00    3.00        1.3915
  65  47  -51.00    3.00        1.3536
  66  47  -49.00    3.00        0.6283
  67  47  -47.00    3.00        0.3765
  68  47  -45.00    3.00        0.3773
  69  47  -43.00    3.00        0.4087
  70  47  -41.00    3.00        0.4681
  71  47  -39.00    3.00        0.5396
  72  47  -37.00    3.00        0.6154
  73  47  -35.00    3.00        0.6966
  74  47  -33.00    3.00        0.7544
  75  47  -31.00    3.00        0.8043
  76  47  -29.00    3.00        0.8470
  77  47  -27.00    3.00        0.8961
  78  47  -25.00    3.00        0.9624
  79  47  -23.00    3.00        1.0464
  80  47  -21.00    3.00        1.1396
  81  47  -19.00    3.00        1.2300
  82  47  -17.00    3.00        1.3245
  83  47  -15.00    3.00        1.3900
  84  47  -13.00    3.00        1.4351
  85  47  -11.00    3.00        1.4601
  86  47   -9.00    3.00        1.4715
  87  47   -7.00    3.00        1.4729
  88  47   -5.00    3.00        1.4633
  89  47   -3.00    3.00        1.4367
  90  47   -1.00    3.00        1.3745
  91  47    1.00    3.00        1.2833
  92  47    3.00    3.00        1.2079
  93  47    5.00    3.00        1.1564
  94  47    7.00    3.00        1.1657
  95  47    9.00    3.00        1.4094
  96  47   11.00    3.00        1.6385
  97  47   13.00    3.00        1.6315
  98  47   15.00    3.00        1.6106
  99  47   17.00    3.00        1.5814
 100  47   19.00    3.00        1.5421
 101  47   21.00    3.00        1.4861
 102  47   23.00    3.00        1.3823
 103  47   25.00    3.00        1.2140
 104  47   27.00    3.00        1.0618
 105  47   29.00    3.00        0.9790
 106  47   31.00    3.00        0.9746
 107  47   33.00    3.00        1.0326
 108  47   35.00    3.00        1.0905
 109  47   37.00    3.00        1.1393
 110  47   39.00    3.00        1.1967
 111  47   41.00    3.00        1.2821
 112  47   43.00    3.00        1.3672
 113  47   45.00    3.00        1.4138
 114  47   47.00    3.00        0.9902
 115  47   49.00    3.00        0.2731
 116  47   51.00    3.00        0.3025
 117  47   53.00    3.00        0.3589
 118  47   55.00    3.00        0.4407
 119  47   57.00    3.00        0.5323
 120  47   59.00    3.00        0.6393
 121  47   61.00    3.00        0.7418
 122  47   63.00    3.00        0.8256
 123  47   65.00    3.00        0.8822
 124  47   67.00    3.00        0.9142
 125  47   69.00    3.00        0.9315
 126  47   71.00    3.00        0.9292
 127  47   73.00    3.00        1.1648
 128  47   75.00    3.00        0.9150
 129  47   77.00    3.00        0.8598
 130  47   79.00    3.00        0.8410
 131  47   81.00    3.00        0.8227
 132  47   83.00    3.00        0.8014
 133  47   85.00    3.00        0.7757
 134  47   87.00    3.00        0.7475
 135  47   89.00    3.00        0.7207
 136  47   91.00    3.00        0.7015
 137  47   93.00    3.00        0.6991
 138  47   95.00    3.00        0.7004
 139  47   97.00    3.00        1.0135
 140  47   99.00    3.00        0.9675
 141  47  101.00    3.00        0.8926
 142  47  103.00    3.00        1.0553
 143  47  105.00    3.00        0.7996
 144  47  107.00    3.00        1.1450
 145  47  109.00    3.00        0.7052
 146  47  111.00    3.00        0.6244
 147  47  113.00    3.00        1.0699
 148  47  115.00    3.00        1.2317
 149  47  117.00    3.00        1.2369
 150  47  119.00    3.00        1.0274
 151  47  121.00    3.00        0.6876
 152  47  123.00    3.00        0.7670
 153  47  125.00    3.00        1.1439
 154  47  127.00    3.00        0.7888
 155  47  129.00    3.00        0.7592
 156  47  131.00    3.00        0.7552
 157  47  133.00    3.00        0.7653
 158  47  135.00    3.00        0.7768
 159  47  137.00    3.00        0.7797
 160  47  139.00    3.00        0.7716
 161  47  141.00    3.00        0.7592
 162  47  143.00    3.00        0.7562
 163  47  145.00    3.00        0.7681
 164  47  147.00    3.00        0.7751
 165  47  149.00    3.00        0.7795
 166  47  151.00    3.00        0.7867
 167  47  153.00    3.00        0.7908
 168  47  155.00    3.00        0.7853
 169  47  157.00    3.00        0.7681
 170  47  159.00    3.00        0.7400
 171  47  161.00    3.00        0.7014
 172  47  163.00    3.00        0.6440
 173  47  165.00    3.00        0.5680
 174  47  167.00    3.00        0.4957
 175  47  169.00    3.00        0.4513
 176  47  171.00    3.00        0.4322
 177  47  173.00    3.00        0.4120
 178  47  175.00    3.00        0.3773
 179  47  177.00    3.00        0.3468
 180  47  179.00    3.00        0.3209
   1  48 -179.00    5.00        0.3062
   2  48 -177.00    5.00        0.2810
   3  48 -175.00    5.00        0.2550
   4  48 -173.00    5.00        0.2303
   5  48 -171.00    5.00        0.2054
   6  48 -169.00    5.00        0.1795
   7  48 -167.00    5.00        0.1539
   8  48 -165.00    5.00        0.1329
   9  48 -163.00    5.00        0.1216
  10  48 -161.00    5.00        0.1085
  11  48 -159.00    5.00        0.0989
  12  48 -157.00    5.00        0.0974
  13  48 -155.00    5.00        0.0983
  14  48 -153.00    5.00        0.0916
  15  48 -151.00    5.00        0.0746
  16  48 -149.00    5.00        0.0540
  17  48 -147.00    5.00        0.0411
  18  48 -145.00    5.00        0.0405
  19  48 -143.00    5.00        0.0549
  20  48 -141.00    5.00        0.0756
  21  48 -139.00    5.00        0.0959
  22  48 -137.00    5.00        0.1127
  23  48 -135.00    5.00        0.1230
  24  48 -133.00    5.00        0.1236
  25  48 -131.00    5.00        0.1149
  26  48 -129.00    5.00        0.1047
  27  48 -127.00    5.00        0.1020
  28  48 -125.00    5.00        0.1058
  29  48 -123.00    5.00        0.1098
  30  48 -121.00    5.00        0.1146
  31  48 -119.00    5.00        0.1280
  32  48 -117.00    5.00        0.1637
  33  48 -115.00    5.00        0.2165
  34  48 -113.00    5.00        0.2666
  35  48 -111.00    5.00        0.2972
  36  48 -109.00    5.00        0.3081
  37  48 -107.00    5.00        0.3284
  38  48 -105.00    5.00        0.3571
  39  48 -103.00    5.00        0.3716
  40  48 -101.00    5.00        0.3633
  41  48  -99.00    5.00        0.3400
  42  48  -97.00    5.00        0.3194
  43  48  -95.00    5.00        0.3110
  44  48  -93.00    5.00        0.3063
  45  48  -91.00    5.00        0.2933
  46  48  -89.00    5.00        0.2569
  47  48  -87.00    5.00        0.2220
  48  48  -85.00    5.00        0.2367
  49  48  -83.00    5.00        0.3181
  50  48  -81.00    5.00        0.4266
  51  48  -79.00    5.00        0.5037
  52  48  -77.00    5.00        0.6544
  53  48  -75.00    5.00        1.0356
  54  48  -73.00    5.00        1.0072
  55  48  -71.00    5.00        0.9850
  56  48  -69.00    5.00        0.9885
  57  48  -67.00    5.00        1.0101
  58  48  -65.00    5.00        1.0818
  59  48  -63.00    5.00        1.1996
  60  48  -61.00    5.00        1.3262
  61  48  -59.00    5.00        1.4244
  62  48  -57.00    5.00        1.4819
  63  48  -55.00    5.00        1.4896
  64  48  -53.00    5.00        1.4619
  65  48  -51.00    5.00        0.7992
  66  48  -49.00    5.00        0.4610
  67  48  -47.00    5.00        0.3596
  68  48  -45.00    5.00        0.3549
  69  48  -43.00    5.00        0.3825
  70  48  -41.00    5.00        0.4330
  71  48  -39.00    5.00        0.4941
  72  48  -37.00    5.00        0.5680
  73  48  -35.00    5.00        0.6520
  74  48  -33.00    5.00        0.7081
  75  48  -31.00    5.00        0.7518
  76  48  -29.00    5.00        0.7843
  77  48  -27.00    5.00        0.8184
  78  48  -25.00    5.00        0.8636
  79  48  -23.00    5.00        0.9187
  80  48  -21.00    5.00        0.9732
  81  48  -19.00    5.00        1.0228
  82  48  -17.00    5.00        1.0735
  83  48  -15.00    5.00        1.0956
  84  48  -13.00    5.00        1.0973
  85  48  -11.00    5.00        1.3283
  86  48   -9.00    5.00        1.4503
  87  48   -7.00    5.00        1.4231
  88  48   -5.00    5.00        1.4009
  89  48   -3.00    5.00        1.3564
  90  48   -1.00    5.00        1.1477
  91  48    1.00    5.00        1.3550
  92  48    3.00    5.00        0.9768
  93  48    5.00    5.00        1.2584
  94  48    7.00    5.00        1.3850
  95  48    9.00    5.00        1.4697
  96  48   11.00    5.00        1.5388
  97  48   13.00    5.00        1.5212
  98  48   15.00    5.00        1.4966
  99  48   17.00    5.00        1.4593
 100  48   19.00    5.00        1.4114
 101  48   21.00    5.00        1.3774
 102  48   23.00    5.00        1.3321
 103  48   25.00    5.00        1.2423
 104  48   27.00    5.00        1.1371
 105  48   29.00    5.00        1.0696
 106  48   31.00    5.00        1.0681
 107  48   33.00    5.00        1.1122
 108  48   35.00    5.00        1.1618
 109  48   37.00    5.00        1.2198
 110  48   39.00    5.00        1.2805
 111  48   41.00    5.00        1.3618
 112  48   43.00    5.00        1.4652
 113  48   45.00    5.00        1.6524
 114  48   47.00    5.00        1.7405
 115  48   49.00    5.00        1.2850
 116  48   51.00    5.00        0.1821
 117  48   53.00    5.00        0.2228
 118  48   55.00    5.00        0.2930
 119  48   57.00    5.00        0.3746
 120  48   59.00    5.00        0.4791
 121  48   61.00    5.00        0.5846
 122  48   63.00    5.00        0.6807
 123  48   65.00    5.00        0.7530
 124  48   67.00    5.00        0.7985
 125  48   69.00    5.00        0.8317
 126  48   71.00    5.00        0.8483
 127  48   73.00    5.00        0.9337
 128  48   75.00    5.00        0.8432
 129  48   77.00    5.00        0.8200
 130  48   79.00    5.00        0.9042
 131  48   81.00    5.00        0.8818
 132  48   83.00    5.00        0.7954
 133  48   85.00    5.00        0.7671
 134  48   87.00    5.00        0.7350
 135  48   89.00    5.00        0.7067
 136  48   91.00    5.00        0.6821
 137  48   93.00    5.00        0.6676
 138  48   95.00    5.00        0.9556
 139  48   97.00    5.00        0.8954
 140  48   99.00    5.00        0.9322
 141  48  101.00    5.00        1.1278
 142  48  103.00    5.00        1.0823
 143  48  105.00    5.00        0.6423
 144  48  107.00    5.00        0.7821
 145  48  109.00    5.00        0.5699
 146  48  111.00    5.00        0.4865
 147  48  113.00    5.00        0.5916
 148  48  115.00    5.00        0.9745
 149  48  117.00    5.00        1.1904
 150  48  119.00    5.00        1.1258
 151  48  121.00    5.00        0.8971
 152  48  123.00    5.00        0.6502
 153  48  125.00    5.00        1.1281
 154  48  127.00    5.00        0.7236
 155  48  129.00    5.00        0.7457
 156  48  131.00    5.00        0.7591
 157  48  133.00    5.00        0.7820
 158  48  135.00    5.00        0.8048
 159  48  137.00    5.00        0.8136
 160  48  139.00    5.00        0.8049
 161  48  141.00    5.00        0.7885
 162  48  143.00    5.00        0.7773
 163  48  145.00    5.00        0.7746
 164  48  147.00    5.00        0.7675
 165  48  149.00    5.00        0.7593
 166  48  151.00    5.00        0.7578
 167  48  153.00    5.00        0.7588
 168  48  155.00    5.00        0.7566
 169  48  157.00    5.00        0.7473
 170  48  159.00    5.00        0.7266
 171  48  161.00    5.00        0.6881
 172  48  163.00    5.00        0.5372
 173  48  165.00    5.00        0.5412
 174  48  167.00    5.00        0.4894
 175  48  169.00    5.00        0.4530
 176  48  171.00    5.00        0.4308
 177  48  173.00    5.00        0.4110
 178  48  175.00    5.00        0.3885
 179  48  177.00    5.00        0.3623
 180  48  179.00    5.00        0.3341
   1  49 -179.00    7.00        0.2973
   2  49 -177.00    7.00        0.2653
   3  49 -175.00    7.00        0.2304
   4  49 -173.00    7.00        0.1955
   5  49 -171.00    7.00        0.1641
   6  49 -169.00    7.00        0.1376
   7  49 -167.00    7.00        0.1161
   8  49 -165.00    7.00        0.0996
   9  49 -163.00    7.00        0.0948
  10  49 -161.00    7.00        0.0908
  11  49 -159.00    7.00        0.0886
  12  49 -157.00    7.00        0.0931
  13  49 -155.00    7.00        0.0973
  14  49 -153.00    7.00        0.0924
  15  49 -151.00    7.00        0.0775
  16  49 -149.00    7.00        0.0615
  17  49 -147.00    7.00        0.0559
  18  49 -145.00    7.00        0.0623
  19  49 -143.00    7.00        0.0803
  20  49 -141.00    7.00        0.1002
  21  49 -139.00    7.00        0.1207
  22  49 -137.00    7.00        0.1408
  23  49 -135.00    7.00        0.1569
  24  49 -133.00    7.00        0.1645
  25  49 -131.00    7.00        0.1640
  26  49 -129.00    7.00        0.1623
  27  49 -127.00    7.00        0.1657
  28  49 -125.00    7.00        0.1747
  29  49 -123.00    7.00        0.1729
  30  49 -121.00    7.00        0.1592
  31  49 -119.00    7.00        0.1468
  32  49 -117.00    7.00        0.1509
  33  49 -115.00    7.00        0.1785
  34  49 -113.00    7.00        0.2187
  35  49 -111.00    7.00        0.2468
  36  49 -109.00    7.00        0.2579
  37  49 -107.00    7.00        0.2700
  38  49 -105.00    7.00        0.2888
  39  49 -103.00    7.00        0.3026
  40  49 -101.00    7.00        0.2985
  41  49  -99.00    7.00        0.2718
  42  49  -97.00    7.00        0.2342
  43  49  -95.00    7.00        0.1999
  44  49  -93.00    7.00        0.1717
  45  49  -91.00    7.00        0.1453
  46  49  -89.00    7.00        0.1036
  47  49  -87.00    7.00        0.0643
  48  49  -85.00    7.00        0.0915
  49  49  -83.00    7.00        0.2118
  50  49  -81.00    7.00        0.3679
  51  49  -79.00    7.00        0.4761
  52  49  -77.00    7.00        0.6294
  53  49  -75.00    7.00        0.9958
  54  49  -73.00    7.00        0.9621
  55  49  -71.00    7.00        0.9367
  56  49  -69.00    7.00        0.9165
  57  49  -67.00    7.00        0.9108
  58  49  -65.00    7.00        0.9572
  59  49  -63.00    7.00        1.0724
  60  49  -61.00    7.00        1.2144
  61  49  -59.00    7.00        1.2046
  62  49  -57.00    7.00        0.9008
  63  49  -55.00    7.00        0.9136
  64  49  -53.00    7.00        0.9062
  65  49  -51.00    7.00        0.4840
  66  49  -49.00    7.00        0.3863
  67  49  -47.00    7.00        0.3431
  68  49  -45.00    7.00        0.3219
  69  49  -43.00    7.00        0.3328
  70  49  -41.00    7.00        0.3693
  71  49  -39.00    7.00        0.4202
  72  49  -37.00    7.00        0.4871
  73  49  -35.00    7.00        0.5646
  74  49  -33.00    7.00        0.6178
  75  49  -31.00    7.00        0.6608
  76  49  -29.00    7.00        0.6941
  77  49  -27.00    7.00        0.7283
  78  49  -25.00    7.00        0.7657
  79  49  -23.00    7.00        0.7963
  80  49  -21.00    7.00        0.8074
  81  49  -19.00    7.00        0.8036
  82  49  -17.00    7.00        0.8061
  83  49  -15.00    7.00        0.8134
  84  49  -13.00    7.00        1.1756
  85  49  -11.00    7.00        1.4216
  86  49   -9.00    7.00        1.4705
  87  49   -7.00    7.00        1.4288
  88  49   -5.00    7.00        1.3981
  89  49   -3.00    7.00        1.3651
  90  49   -1.00    7.00        1.2460
  91  49    1.00    7.00        1.4161
  92  49    3.00    7.00        1.2144
  93  49    5.00    7.00        1.4259
  94  49    7.00    7.00        1.5199
  95  49    9.00    7.00        1.5174
